Date,AAPL,MSFT,NVDA,SPY
2016-03-14,23.21877670288086,46.78369903564453,0.790708065032959,171.6265411376953
2016-03-15,23.68532943725586,47.15325927734375,0.786791205406189,171.34686279296875
2016-03-16,24.00013542175293,47.82196044921875,0.8102920651435852,172.3384552001953
2016-03-17,23.961633682250977,48.0947380065918,0.8034374117851257,173.4318084716797
2016-03-18,23.98881721496582,47.06527328491211,0.8276731371879578,174.11328125
2016-03-21,23.986541748046875,47.39083480834961,0.830120861530304,174.36033630371094
2016-03-22,24.16999626159668,47.575599670410156,0.828652024269104,174.2666473388672
2016-03-23,24.036373138427734,47.487606048583984,0.8428505659103394,173.11654663085938
2016-03-24,23.932191848754883,47.698787689208984,0.844074547290802,173.03988647460938
2016-03-28,23.8234806060791,47.10926055908203,0.8526426553726196,173.14210510253906
2016-03-29,24.387420654296875,48.13873291015625,0.8663514852523804,174.74368286132812
2016-03-30,24.813203811645508,48.43788528442383,0.8754092454910278,175.5104522705078
2016-03-31,24.68410301208496,48.59626388549805,0.8722267150878906,175.0844268798828
2016-04-01,24.91058921813965,48.89543533325195,0.8849563002586365,176.27716064453125
2016-04-04,25.166507720947266,48.77225112915039,0.8763883709907532,175.7064208984375
2016-04-05,24.869813919067383,48.00675582885742,0.8751645088195801,173.95143127441406
2016-04-06,25.130271911621094,48.49947738647461,0.8763883709907532,175.85121154785156
2016-04-07,24.58219337463379,47.91876220703125,0.8673307299613953,173.74696350097656
2016-04-08,24.609373092651367,47.883548736572266,0.872961163520813,174.21554565429688
2016-04-11,24.690902709960938,47.786781311035156,0.8783469796180725,173.80665588378906
2016-04-12,25.012502670288086,48.085933685302734,0.8773674964904785,175.4252166748047
2016-04-13,25.374866485595703,48.70185470581055,0.8993998765945435,177.19723510742188
2016-04-14,25.388452529907227,48.71065902709961,0.9018476605415344,177.20574951171875
2016-04-15,24.878881454467773,48.9658317565918,0.9089469313621521,177.00978088378906
2016-04-18,24.342119216918945,49.67853546142578,0.9050300717353821,178.2535858154297
2016-04-19,24.213029861450195,49.61695098876953,0.8888733983039856,178.8158721923828
2016-04-20,24.26285171508789,48.913028717041016,0.8923004269599915,178.9862518310547
2016-04-21,24.00013542175293,49.0802116394043,0.8913214206695557,178.02359008789062
2016-04-22,23.934457778930664,45.56064987182617,0.8878940939903259,178.02359008789062
2016-04-25,23.798572540283203,45.85102462768555,0.8923004269599915,177.71690368652344
2016-04-26,23.633235931396484,45.2614860534668,0.893034815788269,177.98095703125
2016-04-27,22.154325485229492,44.82154083251953,0.9133533239364624,178.34730529785156
2016-04-28,21.477140426635742,43.90645980834961,0.8861804604530334,176.72865295410156
2016-04-29,21.230274200439453,43.880062103271484,0.8697788119316101,175.77456665039062
2016-05-02,21.207624435424805,44.53118896484375,0.8812842965126038,177.17164611816406
2016-05-03,21.55640983581543,43.80088424682617,0.8707579374313354,175.62969970703125
2016-05-04,21.33219337463379,43.880062103271484,0.8509289026260376,174.6500244140625
2016-05-05,21.24560546875,43.941654205322266,0.8560699224472046,174.61593627929688
2016-05-06,21.127120971679688,44.337608337402344,0.86488276720047,175.2549285888672
2016-05-09,21.14306640625,44.05605697631836,0.8636585474014282,175.39971923828125
2016-05-10,21.28662109375,44.89194107055664,0.8803053498268127,177.58058166503906
2016-05-11,21.07926368713379,44.918338775634766,0.8827531933784485,175.9193572998047
2016-05-12,20.58481216430664,45.323089599609375,0.8707579374313354,175.970458984375
2016-05-13,20.625831604003906,44.944740295410156,1.0031957626342773,174.43704223632812
2016-05-16,21.391441345214844,45.604652404785156,1.0328162908554077,176.15789794921875
2016-05-17,21.302568435668945,44.754051208496094,1.0350197553634644,174.51370239257812
2016-05-18,21.5463809967041,45.01987838745117,1.0614581108093262,174.5648193359375
2016-05-19,21.464353561401367,44.58570098876953,1.0661089420318604,173.9599609375
2016-05-20,21.696773529052734,44.85150909423828,1.0852035284042358,175.0589141845703
2016-05-23,21.97247886657715,44.32875442504883,1.0869172811508179,174.82037353515625
2016-05-24,22.307435989379883,45.71097183227539,1.1133017539978027,177.08645629882812
2016-05-25,22.69935417175293,46.18058395385742,1.108639121055603,178.28765869140625
2016-05-26,22.879356384277344,45.9767951965332,1.1204193830490112,178.33880615234375
2016-05-27,22.865690231323242,46.3577766418457,1.1265555620193481,179.1055145263672
2016-05-31,22.754037857055664,46.96030044555664,1.146681547164917,178.76475524902344
2016-06-01,22.435035705566406,46.82738494873047,1.1488901376724243,179.1310272216797
2016-06-02,22.26641845703125,46.49956130981445,1.1569896936416626,179.67626953125
2016-06-03,22.31199073791504,45.88818359375,1.1407908201217651,179.1395721435547
2016-06-06,22.47376823425293,46.18944549560547,1.1348999738693237,180.0511016845703
2016-06-07,22.564910888671875,46.162845611572266,1.1371091604232788,180.332275390625
2016-06-08,22.54440689086914,46.109710693359375,1.133427619934082,180.92005920410156
2016-06-09,22.706186294555664,45.73755645751953,1.1628801822662354,180.67300415039062
2016-06-10,22.51934051513672,45.6135139465332,1.1339188814163208,178.9606170654297
2016-06-13,22.179826736450195,44.42621612548828,1.1483995914459229,177.58058166503906
2016-06-14,22.20717430114746,44.15153121948242,1.1506085395812988,177.2313232421875
2016-06-15,22.134262084960938,44.027496337890625,1.1623897552490234,176.98423767089844
2016-06-16,22.22768211364746,44.64772033691406,1.1670528650283813,177.51243591308594
2016-06-17,21.721830368041992,44.41735076904297,1.146681547164917,176.85133361816406
2016-06-20,21.669429779052734,44.36420440673828,1.1672977209091187,177.99026489257812
2016-06-21,21.85399055480957,45.356563568115234,1.1601803302764893,178.49554443359375
2016-06-22,21.77196502685547,45.179351806640625,1.1591986417770386,178.2043914794922
2016-06-23,21.897287368774414,45.9945182800293,1.1901233196258545,180.52505493164062
2016-06-24,21.282066345214844,44.15153121948242,1.1223828792572021,174.0425262451172
2016-06-27,20.97217559814453,42.911075592041016,1.1103568077087402,170.9254608154297
2016-06-28,21.32535171508789,43.80597686767578,1.1265555620193481,174.0082244873047
2016-06-29,21.509931564331055,44.78062057495117,1.144963264465332,176.97119140625
2016-06-30,21.783355712890625,45.338844299316406,1.153799057006836,179.3860626220703
2016-07-01,21.84943199157715,45.329986572265625,1.1452085971832275,179.76292419433594
2016-07-05,21.644363403320312,45.338844299316406,1.1621432304382324,178.46983337402344
2016-07-06,21.76740264892578,45.52490234375,1.1695067882537842,179.54025268554688
2016-07-07,21.860828399658203,45.52490234375,1.199940800666809,179.42892456054688
2016-07-08,22.02943992614746,46.340065002441406,1.2480467557907104,182.10072326660156
2016-07-11,22.097808837890625,46.597023010253906,1.2767629623413086,182.74293518066406
2016-07-12,22.198060989379883,47.146358489990234,1.2959072589874268,184.07029724121094
2016-07-13,22.072734832763672,47.41218185424805,1.295415997505188,184.0446319580078
2016-07-14,22.51022720336914,47.615966796875,1.3086696863174438,185.07220458984375
2016-07-15,22.507951736450195,47.58052444458008,1.2934526205062866,184.8238525390625
2016-07-18,22.74720573425293,47.81089401245117,1.3000797033309937,185.320556640625
2016-07-19,22.756322860717773,47.0400390625,1.313578486442566,185.13218688964844
2016-07-20,22.776824951171875,49.53867721557617,1.330758810043335,185.90283203125
2016-07-21,22.656057357788086,49.441219329833984,1.3062151670455933,185.20066833496094
2016-07-22,22.480607986450195,50.12346649169922,1.341803789138794,186.0312957763672
2016-07-25,22.179826736450195,50.26523208618164,1.3665928840637207,185.52606201171875
2016-07-26,22.02716636657715,50.29181671142578,1.3899091482162476,185.61170959472656
2016-07-27,23.4581241607666,49.78676223754883,1.3759193420410156,185.41477966308594
2016-07-28,23.77484893798828,49.80450439453125,1.3788641691207886,185.6288299560547
2016-07-29,23.74522590637207,50.22093200683594,1.4014451503753662,185.92852783203125
2016-08-01,24.164491653442383,50.132328033447266,1.392363429069519,185.7744140625
2016-08-02,23.806745529174805,50.132328033447266,1.3754284381866455,184.58409118652344
2016-08-03,24.105243682861328,50.477901458740234,1.3791098594665527,185.12356567382812
2016-08-04,24.254152297973633,50.85002136230469,1.4046354293823242,185.320556640625
2016-08-05,24.62299156188965,51.35506820678711,1.4284429550170898,186.83624267578125
2016-08-08,24.826892852783203,51.44367218017578,1.4416964054107666,186.72494506835938
2016-08-09,24.927684783935547,51.567726135253906,1.4453784227371216,186.83624267578125
2016-08-10,24.742124557495117,51.40822982788086,1.4360511302947998,186.37387084960938
2016-08-11,24.726089477539062,51.65631103515625,1.465258240699768,187.23873901367188
2016-08-12,24.78336524963379,51.33734130859375,1.5472344160079956,187.07601928710938
2016-08-15,25.081180572509766,51.496826171875,1.5457615852355957,187.61553955078125
2016-08-16,25.058271408081055,51.21153259277344,1.5364350080490112,186.6478271484375
2016-08-17,25.021621704101562,51.31852722167969,1.5008467435836792,186.99893188476562
2016-08-18,24.989545822143555,51.354183197021484,1.5241632461547852,187.4185333251953
2016-08-19,25.053693771362305,51.37202453613281,1.528090238571167,187.14453125
2016-08-22,24.85896110534668,51.416595458984375,1.5344716310501099,187.13597106933594
2016-08-23,24.93685531616211,51.61273956298828,1.546888828277588,187.5127716064453
2016-08-24,24.748998641967773,51.66623306274414,1.5230377912521362,186.55369567871094
2016-08-25,24.643613815307617,51.86238098144531,1.5129563808441162,186.42523193359375
2016-08-26,24.49928855895996,51.7375602722168,1.5252509117126465,186.0741424560547
2016-08-29,24.47179412841797,51.79996109008789,1.5242669582366943,186.99038696289062
2016-08-30,24.283931732177734,51.61273956298828,1.5154149532318115,186.68206787109375
2016-08-31,24.30685043334961,51.22936248779297,1.5082844495773315,186.15118408203125
2016-09-01,24.45117950439453,51.345272064208984,1.5527905225753784,186.1597137451172
2016-09-02,24.680267333984375,51.416595458984375,1.5375452041625977,186.99893188476562
2016-09-06,24.67340087890625,51.363094329833984,1.5520521402359009,187.56411743164062
2016-09-07,24.824602127075195,51.407676696777344,1.5291850566864014,187.5470733642578
2016-09-08,24.173967361450195,51.20261764526367,1.5402499437332153,187.1188507080078
2016-09-09,23.62643814086914,50.11491775512695,1.46353280544281,182.64016723632812
2016-09-12,24.1556453704834,50.86383056640625,1.4937771558761597,185.2605743408203
2016-09-13,24.730670928955078,50.400211334228516,1.47213876247406,182.59738159179688
2016-09-14,25.605804443359375,50.15949249267578,1.4851703643798828,182.5288848876953
